,pathlength,source_article,target_article,shortest_path_distance,top,center_top,center,center_bottom,bottom,success
11739,4,theatre,zebra,3,-1.0654697942013354,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,-0.138980713319578,1
9493,4,gliese 876 b,chimpanzee,3,-1.0654697942013354,-1.0746399657829806,0.7955004385703618,-0.1298806715834914,-0.138980713319578,1
9576,5,greenland,emperor penguin,3,-1.0654697942013354,-0.14051982213794345,0.7955004385703618,0.8048890130636749,-1.077316750016241,1
7496,5,paraguay,parthenon,3,-1.0654697942013354,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,0.7993553233770851,1
12699,4,asteroid,viking,3,-0.8576589479364737,0.9561070208582046,0.06637374540520334,-0.894109690166889,0.0464688440407617,0
13798,3,flag of australia,family,3,-0.8576589479364737,0.03466557047099861,-0.8736501121454731,0.02970782464648827,0.0464688440407617,0
11804,5,theatre,zebra,3,-1.0654697942013354,-0.14051982213794345,0.7955004385703618,0.8048890130636749,-1.077316750016241,1
7194,5,proxima centauri,"perth, western australia",3,-0.13149233595179838,-1.0746399657829806,-1.0701545544617668,0.8048890130636749,0.7993553233770851,1
9904,5,james d. watson,george vi of the united kingdom,3,-1.0654697942013354,-1.0746399657829806,-0.1373270579457025,1.739658697710841,-0.138980713319578,1
10847,5,peter i of russia,gautama buddha,3,-0.13149233595179838,-0.14051982213794345,-1.0701545544617668,-0.1298806715834914,0.7993553233770851,1
13713,3,child,afghan hound,3,-0.8576589479364737,-0.8867758799162075,-0.8736501121454731,0.9535253394598654,0.0464688440407617,0
11222,5,sakurajima,thomas jefferson,3,-1.0654697942013354,-1.0746399657829806,1.7283279350864262,-0.1298806715834914,-0.138980713319578,1
14133,4,north africa,joan of arc,3,-0.8576589479364737,0.03466557047099861,-0.8736501121454731,-0.894109690166889,1.9155633776413556,0
8090,5,abo blood group system,azerbaijani people,3,-0.13149233595179838,-1.0746399657829806,0.7955004385703618,-0.1298806715834914,-0.138980713319578,1
10710,4,order of the thistle,kolkata,3,-1.0654697942013354,-0.14051982213794345,-1.0701545544617668,1.739658697710841,-1.077316750016241,1
11924,4,theatre,zebra,3,-0.13149233595179838,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
11833,4,theatre,zebra,3,-0.13149233595179838,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
9926,4,jerusalem,weapon,3,-0.13149233595179838,-1.0746399657829806,-0.1373270579457025,0.8048890130636749,-1.077316750016241,1
7586,5,dysprosium,nintendo,3,-0.13149233595179838,0.7936003215070936,-1.0701545544617668,-1.0646503562306577,0.7993553233770851,1
15643,4,oxbow lake,ziad jarrah,3,-0.8576589479364737,-0.8867758799162075,-0.8736501121454731,1.8773428542732427,0.0464688440407617,0
9087,4,david cameron,tower bridge,3,-1.0654697942013354,-0.14051982213794345,1.7283279350864262,-1.0646503562306577,-1.077316750016241,1
7841,5,dna repair,denmark,3,-1.0654697942013354,-0.14051982213794345,0.7955004385703618,0.8048890130636749,-1.077316750016241,1
9780,5,hunger,bread,3,-0.13149233595179838,0.7936003215070936,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
11108,4,rhubarb,indira gandhi,3,-0.13149233595179838,-1.0746399657829806,-0.1373270579457025,-1.0646503562306577,0.7993553233770851,1
11984,4,trapdoor spider,heat,3,-0.13149233595179838,0.7936003215070936,-1.0701545544617668,-1.0646503562306577,-0.138980713319578,1
8619,5,blue wildebeest,george w. bush,3,-1.0654697942013354,-0.14051982213794345,1.7283279350864262,-1.0646503562306577,-0.138980713319578,1
